id,network_type,low_count_threshold,cpm_transform,log2_transform,voom_transform,quantile_normalize,batch_adjustment,similarity_measure,adj_power,topological_overlap,merge_cor,num_modules_before,num_modules,num_genes,med_module_size,go_total_enriched,unique_go_terms,num_go_enriched_modules,mean_go_pval,total_go_pval,kegg_total_enriched,unique_kegg_terms,num_kegg_enriched_modules,mean_kegg_pval,total_kegg_pval,total_de
863,signed,1,TRUE,FALSE,FALSE,TRUE,none,bicor,9,FALSE,1,453,453,9828,17,390,222,30,0.0104,1154.63001803417,19,14,17,0.0183,44.6206681165614,120126
864,signed,1,TRUE,FALSE,FALSE,TRUE,none,bicor,10,FALSE,1,471,471,9828,16,339,152,26,0.0107,1115.27008102201,22,16,16,0.0242,46.4975712216578,120126
865,signed,1,TRUE,FALSE,FALSE,TRUE,none,bicor,11,FALSE,1,457,457,9828,16,322,199,24,0.0101,1186.02620387469,22,18,17,0.0208,49.1351258941151,120126
866,signed,1,TRUE,FALSE,FALSE,TRUE,none,bicor,12,FALSE,1,471,471,9828,16,314,167,23,0.0107,1113.19394964501,17,13,14,0.0206,40.568234986196,120126
867,signed,1,TRUE,FALSE,FALSE,TRUE,none,bicor,13,FALSE,1,459,459,9828,17,345,174,25,0.011,1120.6873440362,16,11,14,0.0171,38.9853124436484,120126
868,signed,1,TRUE,FALSE,FALSE,TRUE,none,bicor,14,FALSE,1,454,454,9828,17,342,210,27,0.0132,1089.62581809138,18,14,13,0.0157,42.2275481833027,120126
869,signed,1,TRUE,FALSE,FALSE,TRUE,none,spearman,1,FALSE,1,494,494,9828,16,338,197,25,0.0131,1217.403782921,17,11,14,0.0144,47.5089508051666,120126
86,signed,1,FALSE,FALSE,FALSE,FALSE,limma,spearman,2,FALSE,1,460,460,9828,17,312,174,23,0.0128,953.606381996257,8,4,8,0.0153,22.2396366499297,120126
870,signed,1,TRUE,FALSE,FALSE,TRUE,none,spearman,2,FALSE,1,487,487,9828,16,287,168,20,0.0103,976.383422907247,19,15,13,0.0209,45.5052701837354,120126
871,signed,1,TRUE,FALSE,FALSE,TRUE,none,spearman,3,FALSE,1,487,487,9828,16,319,201,27,0.0142,1016.04154870981,23,17,16,0.0266,46.777597663514,120126
872,signed,1,TRUE,FALSE,FALSE,TRUE,none,spearman,4,FALSE,1,472,472,9828,17,341,204,26,0.0143,1170.38477826014,23,16,16,0.0223,51.6923874350157,120126
873,signed,1,TRUE,FALSE,FALSE,TRUE,none,spearman,5,FALSE,1,457,457,9828,17,292,176,23,0.0132,1101.41298847223,20,13,15,0.017,50.4731560825845,120126
874,signed,1,TRUE,FALSE,FALSE,TRUE,none,spearman,6,FALSE,1,490,490,9828,16,318,195,24,0.0171,1041.70587509335,20,13,16,0.0181,50.2132623060337,120126
875,signed,1,TRUE,FALSE,FALSE,TRUE,none,spearman,7,FALSE,1,475,475,9828,17,297,188,25,0.0133,972.108144956344,20,13,15,0.0205,47.2600423366534,120126
876,signed,1,TRUE,FALSE,FALSE,TRUE,none,spearman,8,FALSE,1,476,476,9828,16,300,191,27,0.0143,1129.86379078499,20,13,15,0.0152,54.6285761727229,120126
877,signed,1,TRUE,FALSE,FALSE,TRUE,none,spearman,9,FALSE,1,464,464,9828,17,337,237,30,0.0147,1160.17520863425,16,11,13,0.0096,46.3494341165998,120126
878,signed,1,TRUE,FALSE,FALSE,TRUE,none,spearman,10,FALSE,1,491,491,9828,17,302,203,29,0.0133,1112.47787096977,18,13,14,0.0151,46.8807987912638,120126
879,signed,1,TRUE,FALSE,FALSE,TRUE,none,spearman,11,FALSE,1,470,470,9828,16,280,173,25,0.0132,915.947839223087,22,15,17,0.0158,49.2679048487439,120126
87,signed,1,FALSE,FALSE,FALSE,FALSE,limma,spearman,3,FALSE,1,469,469,9828,17,305,158,24,0.0107,976.665442193762,7,2,7,0.0092,19.5445769847583,120126
880,signed,1,TRUE,FALSE,FALSE,TRUE,none,spearman,12,FALSE,1,489,489,9828,16,334,207,28,0.012,1085.72155513818,24,17,17,0.017,55.2119673224739,120126
881,signed,1,TRUE,FALSE,FALSE,TRUE,none,spearman,13,FALSE,1,491,491,9828,15,307,203,26,0.0121,976.559660889575,22,16,15,0.0151,52.3659313596562,120126
882,signed,1,TRUE,FALSE,FALSE,TRUE,none,spearman,14,FALSE,1,467,467,9828,16,335,202,29,0.014,1072.29675182456,14,10,11,0.0151,48.4247216037783,120126
883,signed,1,TRUE,FALSE,FALSE,TRUE,none,cor-dist,1,FALSE,1,463,463,9828,16,245,166,22,0.0097,992.660241641417,13,9,12,0.0242,36.8370757529833,120126
884,signed,1,TRUE,FALSE,FALSE,TRUE,none,cor-dist,2,FALSE,1,486,486,9828,16,284,201,23,0.0079,1054.5990968061,13,10,12,0.0253,32.4975490236276,120126
